userName,score,content,at
Muhammad Shah,5,my sweetheart game no Award,2025-03-25 16:06:49
Maxwel Omonyi,5,best of all time🗣️🗣️,2025-03-25 16:05:23
Shoaib Shoaib Devil,5,I like it I love pubg,2025-03-25 16:04:28
luffy,5,amazing,2025-03-25 16:02:33
Muhammad Shaban Armor4710,5,zbrdast Game ❤️,2025-03-25 16:01:43
Ehtsham Rana,5,very nice feature,2025-03-25 15:59:39
Miguel Lebrilla,5,Good,2025-03-25 15:58:46
Aqeel Amir,5,best game,2025-03-25 15:58:16
Natenael Dagnchew,5,one of the best mobile games ever,2025-03-25 15:58:07
Joey Borromeo,5,fun game,2025-03-25 15:57:32
Kelvin Kiheri,5,perfect,2025-03-25 15:55:35
Jannatul Ferdousi,5,goodd,2025-03-25 15:54:14
Caleb Lalramchuana,5,It's give me a lot of happiness 😊,2025-03-25 15:53:18
Arkar Hein,5,so good,2025-03-25 15:52:37
Tuhin Ahmed,5,❤️❤️❤️‍🩹,2025-03-25 15:52:17
Magic Lapitan,5,Best mobile game in the world,2025-03-25 15:52:07
Muhammad Ahmed,5,this is very very best game 🎮🎮🎮🎮🎮🎮,2025-03-25 15:51:49
Waheed Ahmed,5,life saviour 🥰❤️,2025-03-25 15:51:10
AK Status ON Youtube,5,excellent thanks PUBG team ❤️👑,2025-03-25 15:49:36
Usmaan Shah,5,This is very best game but he did not support low devices pleas PUBG set this bug,2025-03-25 15:49:03
Peter Atinda,5,the best game I have played so far,2025-03-25 15:47:47
Musaib Ali,1,goood,2025-03-25 15:45:27
Pubg Mobile,5,real game hn bahi,2025-03-25 15:43:59
Farhan Saivra,5,this is a best game of world,2025-03-25 15:43:28
Sean Parrish (Too Reall),5,great phenomenal game,2025-03-25 15:43:06
Dulmina Dewmina,5,good,2025-03-25 15:38:48
moha strike,5,awesome,2025-03-25 15:37:01
Scooter Electric,5,good game,2025-03-25 15:36:43
Khubaib Waheed,5,very good,2025-03-25 15:36:28
Abdul Essayeih,5,excellent,2025-03-25 15:34:59
cHoppA,5,🤌,2025-03-25 15:33:41
Ayaan David,5,this game is so good 👍,2025-03-25 15:33:24
Zain Bhatti,5,lot's of love and fun 😊,2025-03-25 15:31:13
Mudassir Muhhmad,5,i Love ❤️❤️ pubg,2025-03-25 15:30:18
affan javed,5,"Best Game in the World 🌎 👌 💙 Cool outfits 😎 Nice Jump and Enemy Runs 🏃‍♂️ 👌 Big Map Ultra Graphics and Fire Types is Good 👍 Room ,Classic ,and Enjoy for 🎮",2025-03-25 15:29:19
Prakash Nepal,5,"Superb, Fantastic, Excellent Most enjoyable game i had ever played Thank you BGMI",2025-03-25 15:28:53
KID Lirious,5,mmm its been years and its still a fun game even for a returner,2025-03-25 15:28:43
Romena Labony,5,bestgameever,2025-03-25 15:27:50
Mohsin Ansari,5,i love pubg,2025-03-25 15:27:07
Daniel Subalisid,5,my favorite game⚔️,2025-03-25 15:27:00
Dillawar Khan,5,i love PUBG mobile 📱🫵🏻,2025-03-25 15:26:55
Reden Tabafunda,5,very nice. i love this game,2025-03-25 15:26:31
Betty Kiptui,5,this game is sick. like its on fire you should try it 🔥🔥🥳🥳,2025-03-25 15:25:55
Ntfokoto Magagula,5,amazing,2025-03-25 15:24:13
M Shahid k M Shahid k,1,vip game,2025-03-25 15:23:09
MJ Vi,5,i love this game,2025-03-25 15:23:07
Ian Francis,5,best game ever👌🔥,2025-03-25 15:20:44
Free-lancer,2,"this game is to heavy and low Device can't handle the frame rates fps, lagging , it so I gave 2.5 star please gave us the cloud version of game for pk region",2025-03-25 15:20:06
Benjee Sosa,5,very grateful,2025-03-25 15:19:37
Mark jollan Roy Curioso,4,maganda to,2025-03-25 15:18:05
Luuya,5,best battle Royale game ever in mobile,2025-03-25 15:17:34
Sohail Abbas,5,I love this game play you next,2025-03-25 15:17:11
Hussnain Gujjar,5,Excellent I had never seen about it,2025-03-25 15:16:56
Robert Wambui,5,yessir,2025-03-25 15:16:56
Abdul Ahadd,5,Pubg is a good game,2025-03-25 15:15:38
X Cobra,5,good game,2025-03-25 15:13:34
Dikna Didi,5,the best game,2025-03-25 15:12:03
pyam roshany,1,"The creators dream of emptying your pockets, the game is not fun💸",2025-03-25 15:11:02
Eid Muhammad,5,very nice game very nice graphics but dear pubg I need glacier m416,2025-03-25 15:10:56
Md Himel Khan,5,This just amazing,2025-03-25 15:10:12
Kkkk Mmm,5,i like my dream one day i make live streamer,2025-03-25 15:10:07
Ali Hamza,1,nice game,2025-03-25 15:09:40
Muhmmad,5,Amazing graphics and realstic game,2025-03-25 15:08:57
RONE GAMAR,5,احسن لعبه علي القره الارضيه,2025-03-25 15:08:07
Fatima Jutti,5,Nice Game,2025-03-25 15:07:50
Huzaifa Khan,5,outstanding game love it bruh😗,2025-03-25 15:07:02
Uzair “Ali” Ali,5,all time my favorite,2025-03-25 15:06:12
azam ali,3,this game is good for time pass,2025-03-25 15:05:53
Kushal Mishra,1,"unstable network, most of the time choppy game, always show restricted area error. after update the buttons layout change itself . developrs has to provide a free good working vpn for Indian players",2025-03-25 15:05:51
Syam Siva,5,awesome 😎 l🥳🥳🥳🥳🥳❤️❤️❤️,2025-03-25 15:03:42
Katlego Masemola,5,best game ever,2025-03-25 15:03:07
Haseebullah Sadat,5,I love this game too much,2025-03-25 15:01:48
Imrul 4921.2,5,really nice game,2025-03-25 15:01:46
Hanan Khan,5,game this very beautiful par ya 30 fps games achi ni Chalti hai inko chia fps Kam kar de,2025-03-25 15:01:33
John Ouma,5,awuo it's de best,2025-03-25 15:00:24
Khogyani Halak,5,great game apps,2025-03-25 15:00:17
Anas Zamalek,5,Great job to do. Many genius developers to building this game,2025-03-25 15:00:01
Razaq123,5,this is an interesting game,2025-03-25 14:59:00
Wai Yan,5,so good,2025-03-25 14:58:31
Bachana Samxarauli,5,that's a good game✊✊✊,2025-03-25 14:58:08
Miki 1985,5,best game,2025-03-25 14:57:38
Khalid Shaban Khalid Shaban,5,nice 👍👍,2025-03-25 14:57:31
G63aisha Yt,5,my love,2025-03-25 14:56:49
Azan Ali shah,5,This is a amazing game for me i will never Quit this game if i have glacier m416 skin,2025-03-25 14:56:32
Levani Bregvadze,5,the best game i've ever seen,2025-03-25 14:56:08
ZEESHAN KHAN,5,، yes this is amazing game,2025-03-25 14:55:00
Niko D.V. Gonzales,5,"I have an IPad mini 7 but the graphics are blurry and i don't have hdr+extreme in my graphic settings, not like IPad mini 6. The IPad mini 6 has hdr+extreme graphic settings. You guys still need to optimize this game in some new devices like IPad mini 7 and I'm looking for it. Hope this review might be helpful in some players playing in an IPad Mini 7. And also, thank you admin for this game. Still the best Battle royale for me. Hope you can optimise this game in some new devices ASAP.",2025-03-25 14:54:17
Sibusiso Sigwebela,5,best game for ever,2025-03-25 14:53:54
فارتلو,4,🤍🤍🤍,2025-03-25 14:53:48
Ali Khan,5,Old is gold 🪙 But over old PUBG is Diamond 💎💎💎💎💎💎💎💎💎💎,2025-03-25 14:53:44
Kixx Kixx,5,My favorite game,2025-03-25 14:52:29
Hamza Rehmani,5,The PUBG mobile is the most grand beautiful game in the world I think without PUBG I am not complete 💯😙😙😙,2025-03-25 14:51:46
Ali Rashid,5,meri life ka best game,2025-03-25 14:50:54
Subeer 10,5,the best game of world 🌎 💙 👌,2025-03-25 14:49:44
Husnain Mughal,5,I like pubg 😎,2025-03-25 14:49:13
Putu KoKo,5,my favourite game pubg❤️,2025-03-25 14:48:35
Mujtaba Changezi,5,good game for army experiences,2025-03-25 14:48:08
Beverly Bayson,5,"i love to play PUBG, my stress releaver",2025-03-25 14:47:37
Sinan Gaming World,5,Best Game,2025-03-25 14:47:16
Aung Si Phyo,5,so cool,2025-03-25 14:46:01
Udeen Lina,5,my hobby,2025-03-25 14:45:51
Khurram Atta,4,best game ever but in new update we can't go to the place again after respawn and it also disappear,2025-03-25 14:43:55
dayeem dayeemgill,5,best game in the world this not a only game this is filling and love of al battle ground players 🫀🫀❤️❤️❤️❤️🥰🥰🥰😎😎😎👍,2025-03-25 14:43:53
Haroon Raza,5,(//) ** ^ Nice. >,2025-03-25 14:43:50
Jackson Mwendwa,5,"The best mobile game ever,I'm addicted to it.😂😂😂graphics,terrain,gameplay... everything's just fantastic.",2025-03-25 14:42:55
Gujjar sahb,5,The main character of my life.💕💕💕,2025-03-25 14:42:38
Ali Hamza,5,I love this game,2025-03-25 14:41:58
Altaf Hussain,5,wonderful 😘 game 🎯🎮 i will play season 😎 4best game play and best in the word graffics,2025-03-25 14:40:52
Jalani Mapandi,5,i like it,2025-03-25 14:40:19
Brian Baker,5,Best game out there period,2025-03-25 14:40:19
Muneeb Ali,5,Best game ever I've senn,2025-03-25 14:40:00
Sahil Ahmed,5,my fivrt game pubg 👀🔥🙂,2025-03-25 14:38:55
Anthony Juniour,5,super game 💯,2025-03-25 14:37:39
Cyra Ganancial,5,it's so cool!! even girls can play!,2025-03-25 14:37:10
Izzhar,5,nice,2025-03-25 14:36:48
Not you type,5,best game in world,2025-03-25 14:36:21
EDMAR RECIERDO,5,It's better game and can I get glacier m416,2025-03-25 14:35:40
Tauseef Raja,5,i don't have words for this game.,2025-03-25 14:33:05
Jual Beli,5,nice game,2025-03-25 14:32:32
Omar Lara,5,this game has a life changing experience thank you!,2025-03-25 14:32:24
Hein Htet Aung,5,Nice game app.,2025-03-25 14:31:03
Mujahid Ali Pathan,5,awesome game,2025-03-25 14:30:18
5h4d0w Ne7,5,The best game ever,2025-03-25 14:29:53
Hamza Jutt,5,amazing game 😘,2025-03-25 14:29:27
Dc Daku,5,Pubg is my life. ❤️❤️❤️❤️,2025-03-25 14:27:54
zaw zin,5,i like to play it.,2025-03-25 14:27:15
Xanda 4LPH4,4,your version updates should be accessible to all devices. please and thank you I can't update my Amazon fire tablet,2025-03-25 14:27:01
Jovohir Bobomurodov,5,easy 😉,2025-03-25 14:26:40
asif ijaz,5,i love this game,2025-03-25 14:25:36
Zafar Shani,5,Best Game Ever I Played In My life. Play With Your Friends Online L. Good Servers No Glitches And Good Graphics With Realistic Sounds And Design,2025-03-25 14:25:10
Casper Tech,5,best of best SHOOTING GAME. we love you pubg,2025-03-25 14:24:27
Hamid Hamida,5,good,2025-03-25 14:24:26
Seerfeated,2,OK. explanation is when I start game it starts downloading resources and never starts game. in notification it said obb file is running I searched alot online couldn't find how to fix... edit: OK now I reinstalled now I'll tell after 400mbs inside installation if it. running fine or ever gets issue again.,2025-03-25 14:23:07
Royalty Tattoo,5,i love pubgm so much.,2025-03-25 14:22:37
Ams vlogs,5,best game,2025-03-25 14:22:14
Tee F,5,"love the game, makes my day go by faster!",2025-03-25 14:21:50
Same Malik,5,good game,2025-03-25 14:21:35
Sofia Fire,5,good game I love it,2025-03-25 14:20:50
Rahim Ullah,5,nice👍 game,2025-03-25 14:20:42
mahaz ullah,5,very nice 👌,2025-03-25 14:19:50
Rasul Kazana,5,It's very amazing 👏 😍 game 2 play,2025-03-25 14:18:39
Melissa,5,good,2025-03-25 14:17:12
Han Win Aung,5,I like this,2025-03-25 14:17:06
Muhammad Qasim,5,in this game very excellent features,2025-03-25 14:16:46
Amardeep Rehal,5,I love this game,2025-03-25 14:16:41
عبدالهادی عزیزی.,5,واقعاً دست سازه اش درد نکند عشق عشق پابجی مبایل,2025-03-25 14:15:41
Osama Riaz,5,❤️,2025-03-25 14:15:34
Omer Omer,5,have so much graphics,2025-03-25 14:15:03
Armiyah Mundiya,5,Very good game,2025-03-25 14:15:01
Ali Yar Mirza,5,A good game for spending time on. but it eliminates the soft corner in your heart,2025-03-25 14:14:33
Saleh Fudin,5,i like this game ... 5 years I played this game.. it's really fun.,2025-03-25 14:12:57
NAJAHU ABOOBAKURU,5,i love,2025-03-25 14:12:40
Kunga Junior,5,one of the greatest games,2025-03-25 14:12:12
Hasitha Lakshan,5,Best and super game. i like this game❤️,2025-03-25 14:12:09
Usman,5,Itx a amazing game but resources are too heavy please solve this problem,2025-03-25 14:09:39
Salman M,5,nice,2025-03-25 14:09:29
Ubaid Ubaid,5,awesome game love playing it,2025-03-25 14:09:04
Tota Hafez,5,I like it,2025-03-25 14:07:56
Veer Narware,4,on myyy way,2025-03-25 14:07:56
Protap Ghosh,5,super,2025-03-25 14:07:09
Rodel Canja,5,"entertaining game, I love it",2025-03-25 14:07:01
Eyasin Ahmed,5,Just love this game❤️‍🩹🤝,2025-03-25 14:05:47
Adtx Master,5,nice,2025-03-25 14:04:51
Pupg Mabil,5,اسطوره,2025-03-25 14:04:22
Samira Hoque,5,its a really good and realistic game,2025-03-25 14:04:21
Ghulam Hussain,5,yes this is the best game,2025-03-25 14:04:16
Abiya Poy,5,iam very enjoy because this game is the best game in the world,2025-03-25 14:03:35
Kilisimasi Iefata,5,I luv it,2025-03-25 14:02:03
Sami Ullah,5,my fps problem fix to 90 fps,2025-03-25 14:01:55
Lutendo Tshikhudo,5,fantastic,2025-03-25 14:01:13
Raja AHAD,5,best ever game in world,2025-03-25 14:00:24
Mr. SHARJEEL,5,good experience,2025-03-25 13:59:45
MD samir,5,mere life main jitna bi game khela hain iske jesa game nhi dekha,2025-03-25 13:57:27
عكاشة نور عزمي,5,mantap pak abu,2025-03-25 13:56:44
sallo gaming,5,Please give us an ipad veiw. I will also supporting pubg mobile,2025-03-25 13:56:35
Butt Graphics & Entertainment,5,good working,2025-03-25 13:56:12
Mosta Mosta,5,cool,2025-03-25 13:56:03
matiullah azizi,5,Yes i like pubg mobile,2025-03-25 13:55:38
Duncan Sawadjaan,5,Love it 🥰♥️ the best. but the MS lately is no good it's unstable. Asia,2025-03-25 13:55:33
ali ehtesham,4,Hmm! Nice Game!,2025-03-25 13:54:21
Sattar Khan,5,good game,2025-03-25 13:53:18
SALIM SHA SADAT Sadat,5,this very beautiful,2025-03-25 13:53:10
Kb Master,5,The best game ever,2025-03-25 13:53:00
Abdulmueed Khan,5,"This is the best game you will ever play. It’s not just a game; it’s a feeling, filled with emotions and memories. I have been playing it for six years, and I never get bored. The exciting part is that when you start playing, there will always be something to bring you back.",2025-03-25 13:52:45
Bot Bot,5,nice game,2025-03-25 13:52:31
Pakoa Arnold,5,Love this game,2025-03-25 13:52:15
Rudolf Nere,5,I love playing PUBG ♥️🙋‍♂️,2025-03-25 13:49:32
gaming zone,5,The graphics of this game impressed me. Character customization is also very easy.,2025-03-25 13:48:25
Rakib Awwal,5,My favorite game okay thanks,2025-03-25 13:47:56
Vakira,5,is the best game that I ever played,2025-03-25 13:47:18
Anas Alaa,5,iso very very happy to me play PUBG mobile,2025-03-25 13:47:06
Maher Ashref,5,الأفضل في التاريخ,2025-03-25 13:45:40
Arafat Rahman,5,"very good game, the best shooting game ever",2025-03-25 13:43:58
M Saddique,5,I is a combination of lot of fun,2025-03-25 13:41:28
CHIPMUNK ADDITION,5,best game Ever i played,2025-03-25 13:40:34
Safdar Malik,4,I Love This Game but One problem SARVER Bad 😍😍😍😍😍Nice Game,2025-03-25 13:40:31
Saalih King,5,very very nice game good job,2025-03-25 13:40:12
Felix Gona,5,really good 😊,2025-03-25 13:39:59
Prince Lord,5,"the emotion of every player, i played 6years",2025-03-25 13:39:34
Nuur Mahamed,5,nice pro,2025-03-25 13:39:03
Karthi Karthi,5,Always I like pubg,2025-03-25 13:38:05
RASHID SALEEM KIUTHWCSTORE,5,"wow , amazing game ,",2025-03-25 13:37:42
Abdurehman Butt,5,This is best and outclass and outstanding game in the world ♾️,2025-03-25 13:37:31
Amir hafiz,5,mantop tak pernah dapat m4 ice,2025-03-25 13:36:38
Lee zhuan,5,Best Game ever,2025-03-25 13:35:32
RDx Hunter099,5,This game is soo good. Not a carton game like Freefire. This game is soo fantastic. This is every gamer dream. This game is everything... We love this game.. PUBG♥️💥💖🤯,2025-03-25 13:33:33
Ahmad Khan123,5,i love PUBG mobile ❤️❤️❤️❤️❤️❤️,2025-03-25 13:33:03
Nirmal Kumar,5,good game,2025-03-25 13:32:58
Sanny Mag-usara,5,best game ever,2025-03-25 13:32:35
Jonathan Acho,1,no more m416 on rp? trash,2025-03-25 13:29:36
Ahmad Shirin,5,thanks PUBG mobile,2025-03-25 13:29:27
nadi htun,5,Good Game👌👍,2025-03-25 13:29:19
Malik Ahsan,5,Good game in the world is PUBG mobile 📱,2025-03-25 13:29:13
Amrit Shiwa,5,Good game,2025-03-25 13:29:00
Imtiaz Ahmed,5,I LIKE THIS GAME THIS GAME GIVE ME INNER PEACE,2025-03-25 13:28:11
Saqib Saqib,5,most favorite and motivated in the world,2025-03-25 13:27:23
NinjaBoss Ali the Gamer,1,"this is the worst game ever, how much money u spend in it will never give u item u wants 😭 I have never got glacier and spend so much money, from 6-7 years I never got anything from them any mhytic or upgradable gun and spend a lot of money 😭😭",2025-03-25 13:27:22
Abdul Ahad,5,nice game,2025-03-25 13:26:44
Mka Sky,5,"I'm playing about 6 years and I love PUBG so much , PUBG is my emotion, happiness and like my best friend, playing PUBG is better than wasting time with fake people, everyday I logging in PUBG",2025-03-25 13:26:35
Abdullah Sakib,5,Very nice Game 🎮🎯📱,2025-03-25 13:26:06
AHtisham Butt,4,I hane better experience in pubg mobile,2025-03-25 13:24:17
Brittney Bowman,5,Best game ever,2025-03-25 13:23:47
Anas Karam11,5,Beast game,2025-03-25 13:23:43
Lewis Maina,5,The best BMG game,2025-03-25 13:23:35
Jackie Chan,5,great game,2025-03-25 13:23:00
Aoun Ali,5,just amazing 😍,2025-03-25 13:21:47
Saeed Haider Magsi,1,worst game,2025-03-25 13:21:27
Ncs ARMAN,5,kings Choice. Not for child . 😈😈🫡,2025-03-25 13:20:29
Sarfraz Ahmed,5,world ki best game PUBG mobile ha,2025-03-25 13:18:03
Muhammad Súltåñ,5,best game 🎮,2025-03-25 13:17:54
Muslim Laro,5,good 👍,2025-03-25 13:17:49
Iqram Iqram,1,tk blh masuk google play bodo puny pubg,2025-03-25 13:17:35
Kael Isaak,4,I like it,2025-03-25 13:16:40
Murod Quldoshov,5,chotki,2025-03-25 13:16:26
Amir Police,5,this game is good 👍👍👍👍 I like it,2025-03-25 13:16:10
koko jan,5,what a game,2025-03-25 13:15:14
Sabar Kallar,5,good 😊 you want,2025-03-25 13:15:08
Syed Arif shah,5,it's my love ever,2025-03-25 13:14:40
